fullName, eventId, contributionTitle, contributionDescription
'Tsaregorodtsev{comma} Andrei', '773049', 'The DIRAC interware: current upcoming and planned capabilities and technologies', "Efficient access to distributed computing and storage resources is mandatory for the success of current and future High Energy and Nuclear Physics Experiments. DIRAC is an interware to build and operate distributed computing systems. It provides a development framework and a rich set of services for the Workload Data and Production Management tasks of large scientific communities. A single DIRAC installation provides a complete solution for the distributed computing of one or more than one collaboration. The DIRAC Workload Management System WMS provides a transparent uniform interface for managing computing resources. The DIRAC Data Management System DMS offers all the necessary tools to ensure data handling operations: it supports transparent access to storage resources based on multiple technologies and is easily expandable. Distributed Data management can be performed also using third party services and operations are resilient with respect to failures. DIRAC is highly customizable and can be easily extended. For these reasons a vast and heterogeneous set of scientific collaborations have adopted DIRAC as the base for their computing models. Users from different experiments can interact with the system in different ways depending on their specific tasks expertise level and previous experience using command line tools python APIs or Web Portals. The requirements of the diverse DIRAC user communities and hosting infrastructures triggered multiple developments to improve the system usability: examples include the adoption of industry standard authorization and authentication infrastructure solutions the management of diverse computing resources cloud HPC GPGPU etc. the handling of high-intensity work and data flows but also advanced monitoring and accounting using no-SQL based solutions and message queues. This contribution will highlight DIRAC's current upcoming and planned capabilities and technologies."
'Zou{comma} Jiaheng', '773049', 'A Lightweight Job Submission Frontend and its Toolkits – HepJob', 'In a HEP Computing Center at least 1 batch systems are used. As an example at IHEP we’ve used 3 batch systems PBS HTCondor and Slurm. After running PBS as local batch system for 10 years we replaced it by HTCondor for HTC and Slurm for HPC. During that period problems came up on both user and admin sides.\n\nOn user side the new batch systems bring a set of new commands which users have to learn and remember more. In particular some users would have to use HTCondor and Slurm in the meantime. Furthermore HTCondor and Slurm provide more functions which means more complicated usage mode compared to the simple PBS commands.\n\nOn admin side HTCondor gives more freedom to users which becomes a problem to admins. Admins have to find the solutions for many problems: preventing users from requesting the resources they are not allowed to use checking if the required attributes are correct deciding which site is requested Slurm cluster remote sites virtual machine sites etc.\n\nFor the above requirements HepJob was developed. HepJob provides a set of simple commands to users hep_sub hep_q hep_rm etc. In the submission procedure HepJob checks all the attributes and ensure all attributes are correct; Assigns the proper resources to users the user and group info is obtained from the management database; Routes jobs to the targeted site; Goes through the remaining steps.\n\nUsers can start with HepJob very easily and admins can take many prevention actions in HepJob.'
'Du{comma} Ran', '773049', 'A Lightweight Job Submission Frontend and its Toolkits – HepJob', 'In a HEP Computing Center at least 1 batch systems are used. As an example at IHEP we’ve used 3 batch systems PBS HTCondor and Slurm. After running PBS as local batch system for 10 years we replaced it by HTCondor for HTC and Slurm for HPC. During that period problems came up on both user and admin sides.\n\nOn user side the new batch systems bring a set of new commands which users have to learn and remember more. In particular some users would have to use HTCondor and Slurm in the meantime. Furthermore HTCondor and Slurm provide more functions which means more complicated usage mode compared to the simple PBS commands.\n\nOn admin side HTCondor gives more freedom to users which becomes a problem to admins. Admins have to find the solutions for many problems: preventing users from requesting the resources they are not allowed to use checking if the required attributes are correct deciding which site is requested Slurm cluster remote sites virtual machine sites etc.\n\nFor the above requirements HepJob was developed. HepJob provides a set of simple commands to users hep_sub hep_q hep_rm etc. In the submission procedure HepJob checks all the attributes and ensure all attributes are correct; Assigns the proper resources to users the user and group info is obtained from the management database; Routes jobs to the targeted site; Goes through the remaining steps.\n\nUsers can start with HepJob very easily and admins can take many prevention actions in HepJob.'
'Shi{comma} Jingyan', '773049', 'A Lightweight Job Submission Frontend and its Toolkits – HepJob', 'In a HEP Computing Center at least 1 batch systems are used. As an example at IHEP we’ve used 3 batch systems PBS HTCondor and Slurm. After running PBS as local batch system for 10 years we replaced it by HTCondor for HTC and Slurm for HPC. During that period problems came up on both user and admin sides.\n\nOn user side the new batch systems bring a set of new commands which users have to learn and remember more. In particular some users would have to use HTCondor and Slurm in the meantime. Furthermore HTCondor and Slurm provide more functions which means more complicated usage mode compared to the simple PBS commands.\n\nOn admin side HTCondor gives more freedom to users which becomes a problem to admins. Admins have to find the solutions for many problems: preventing users from requesting the resources they are not allowed to use checking if the required attributes are correct deciding which site is requested Slurm cluster remote sites virtual machine sites etc.\n\nFor the above requirements HepJob was developed. HepJob provides a set of simple commands to users hep_sub hep_q hep_rm etc. In the submission procedure HepJob checks all the attributes and ensure all attributes are correct; Assigns the proper resources to users the user and group info is obtained from the management database; Routes jobs to the targeted site; Goes through the remaining steps.\n\nUsers can start with HepJob very easily and admins can take many prevention actions in HepJob.'
'Hu{comma} Qingbao', '773049', 'A Lightweight Job Submission Frontend and its Toolkits – HepJob', 'In a HEP Computing Center at least 1 batch systems are used. As an example at IHEP we’ve used 3 batch systems PBS HTCondor and Slurm. After running PBS as local batch system for 10 years we replaced it by HTCondor for HTC and Slurm for HPC. During that period problems came up on both user and admin sides.\n\nOn user side the new batch systems bring a set of new commands which users have to learn and remember more. In particular some users would have to use HTCondor and Slurm in the meantime. Furthermore HTCondor and Slurm provide more functions which means more complicated usage mode compared to the simple PBS commands.\n\nOn admin side HTCondor gives more freedom to users which becomes a problem to admins. Admins have to find the solutions for many problems: preventing users from requesting the resources they are not allowed to use checking if the required attributes are correct deciding which site is requested Slurm cluster remote sites virtual machine sites etc.\n\nFor the above requirements HepJob was developed. HepJob provides a set of simple commands to users hep_sub hep_q hep_rm etc. In the submission procedure HepJob checks all the attributes and ensure all attributes are correct; Assigns the proper resources to users the user and group info is obtained from the management database; Routes jobs to the targeted site; Goes through the remaining steps.\n\nUsers can start with HepJob very easily and admins can take many prevention actions in HepJob.'
'Jiang{comma} Xiaowei', '773049', 'A Lightweight Job Submission Frontend and its Toolkits – HepJob', 'In a HEP Computing Center at least 1 batch systems are used. As an example at IHEP we’ve used 3 batch systems PBS HTCondor and Slurm. After running PBS as local batch system for 10 years we replaced it by HTCondor for HTC and Slurm for HPC. During that period problems came up on both user and admin sides.\n\nOn user side the new batch systems bring a set of new commands which users have to learn and remember more. In particular some users would have to use HTCondor and Slurm in the meantime. Furthermore HTCondor and Slurm provide more functions which means more complicated usage mode compared to the simple PBS commands.\n\nOn admin side HTCondor gives more freedom to users which becomes a problem to admins. Admins have to find the solutions for many problems: preventing users from requesting the resources they are not allowed to use checking if the required attributes are correct deciding which site is requested Slurm cluster remote sites virtual machine sites etc.\n\nFor the above requirements HepJob was developed. HepJob provides a set of simple commands to users hep_sub hep_q hep_rm etc. In the submission procedure HepJob checks all the attributes and ensure all attributes are correct; Assigns the proper resources to users the user and group info is obtained from the management database; Routes jobs to the targeted site; Goes through the remaining steps.\n\nUsers can start with HepJob very easily and admins can take many prevention actions in HepJob.'
'Cameron{comma} David', '773049', 'Managing the ATLAS Grid through Harvester', 'ATLAS Computing Management has identified the migration of all resources to Harvester PanDA’s new workload submission engine as a critical milestone for Run 3 and 4. This contribution will focus on the Grid migration to Harvester. \nWe have built a redundant architecture based on CERN IT’s common offerings e.g. Openstack Virtual Machines and Database on Demand to run the necessary Harvester and HTCondor services capable of sustaining the load of O1M workers on the grid per day. \nWe have reviewed the ATLAS Grid region by region and moved as much possible away from blind worker submission where multiple queues e.g. single core multi core high memory compete for resources on a site. Instead we have migrated towards more intelligent models that use information and priorities from the central PanDA workload management system and stream the right number of workers of each category to a unified queue while keeping late binding to the jobs.\nWe will also describe our enhanced monitoring and analytics framework. Worker and job information is synchronized with minimal delays to a CERN IT provided Elastic Search repository where we can interact with dashboards to follow submission progress discover site issues e.g. broken Compute Elements or spot empty workers.\nThe result is a much more efficient usage of the Grid resources with smart built-in monitoring of resources.'
'Lin{comma} Fa-Hui', '773049', 'Managing the ATLAS Grid through Harvester', 'ATLAS Computing Management has identified the migration of all resources to Harvester PanDA’s new workload submission engine as a critical milestone for Run 3 and 4. This contribution will focus on the Grid migration to Harvester. \nWe have built a redundant architecture based on CERN IT’s common offerings e.g. Openstack Virtual Machines and Database on Demand to run the necessary Harvester and HTCondor services capable of sustaining the load of O1M workers on the grid per day. \nWe have reviewed the ATLAS Grid region by region and moved as much possible away from blind worker submission where multiple queues e.g. single core multi core high memory compete for resources on a site. Instead we have migrated towards more intelligent models that use information and priorities from the central PanDA workload management system and stream the right number of workers of each category to a unified queue while keeping late binding to the jobs.\nWe will also describe our enhanced monitoring and analytics framework. Worker and job information is synchronized with minimal delays to a CERN IT provided Elastic Search repository where we can interact with dashboards to follow submission progress discover site issues e.g. broken Compute Elements or spot empty workers.\nThe result is a much more efficient usage of the Grid resources with smart built-in monitoring of resources.'
'Filipcic{comma} Andrej', '773049', 'Managing the ATLAS Grid through Harvester', 'ATLAS Computing Management has identified the migration of all resources to Harvester PanDA’s new workload submission engine as a critical milestone for Run 3 and 4. This contribution will focus on the Grid migration to Harvester. \nWe have built a redundant architecture based on CERN IT’s common offerings e.g. Openstack Virtual Machines and Database on Demand to run the necessary Harvester and HTCondor services capable of sustaining the load of O1M workers on the grid per day. \nWe have reviewed the ATLAS Grid region by region and moved as much possible away from blind worker submission where multiple queues e.g. single core multi core high memory compete for resources on a site. Instead we have migrated towards more intelligent models that use information and priorities from the central PanDA workload management system and stream the right number of workers of each category to a unified queue while keeping late binding to the jobs.\nWe will also describe our enhanced monitoring and analytics framework. Worker and job information is synchronized with minimal delays to a CERN IT provided Elastic Search repository where we can interact with dashboards to follow submission progress discover site issues e.g. broken Compute Elements or spot empty workers.\nThe result is a much more efficient usage of the Grid resources with smart built-in monitoring of resources.'
'Berghaus{comma} Frank', '773049', 'Managing the ATLAS Grid through Harvester', 'ATLAS Computing Management has identified the migration of all resources to Harvester PanDA’s new workload submission engine as a critical milestone for Run 3 and 4. This contribution will focus on the Grid migration to Harvester. \nWe have built a redundant architecture based on CERN IT’s common offerings e.g. Openstack Virtual Machines and Database on Demand to run the necessary Harvester and HTCondor services capable of sustaining the load of O1M workers on the grid per day. \nWe have reviewed the ATLAS Grid region by region and moved as much possible away from blind worker submission where multiple queues e.g. single core multi core high memory compete for resources on a site. Instead we have migrated towards more intelligent models that use information and priorities from the central PanDA workload management system and stream the right number of workers of each category to a unified queue while keeping late binding to the jobs.\nWe will also describe our enhanced monitoring and analytics framework. Worker and job information is synchronized with minimal delays to a CERN IT provided Elastic Search repository where we can interact with dashboards to follow submission progress discover site issues e.g. broken Compute Elements or spot empty workers.\nThe result is a much more efficient usage of the Grid resources with smart built-in monitoring of resources.'
'Alekseev{comma} Aleksandr', '773049', 'Managing the ATLAS Grid through Harvester', 'ATLAS Computing Management has identified the migration of all resources to Harvester PanDA’s new workload submission engine as a critical milestone for Run 3 and 4. This contribution will focus on the Grid migration to Harvester. \nWe have built a redundant architecture based on CERN IT’s common offerings e.g. Openstack Virtual Machines and Database on Demand to run the necessary Harvester and HTCondor services capable of sustaining the load of O1M workers on the grid per day. \nWe have reviewed the ATLAS Grid region by region and moved as much possible away from blind worker submission where multiple queues e.g. single core multi core high memory compete for resources on a site. Instead we have migrated towards more intelligent models that use information and priorities from the central PanDA workload management system and stream the right number of workers of each category to a unified queue while keeping late binding to the jobs.\nWe will also describe our enhanced monitoring and analytics framework. Worker and job information is synchronized with minimal delays to a CERN IT provided Elastic Search repository where we can interact with dashboards to follow submission progress discover site issues e.g. broken Compute Elements or spot empty workers.\nThe result is a much more efficient usage of the Grid resources with smart built-in monitoring of resources.'
'Barreiro Megino{comma} Fernando Harald', '773049', 'Managing the ATLAS Grid through Harvester', 'ATLAS Computing Management has identified the migration of all resources to Harvester PanDA’s new workload submission engine as a critical milestone for Run 3 and 4. This contribution will focus on the Grid migration to Harvester. \nWe have built a redundant architecture based on CERN IT’s common offerings e.g. Openstack Virtual Machines and Database on Demand to run the necessary Harvester and HTCondor services capable of sustaining the load of O1M workers on the grid per day. \nWe have reviewed the ATLAS Grid region by region and moved as much possible away from blind worker submission where multiple queues e.g. single core multi core high memory compete for resources on a site. Instead we have migrated towards more intelligent models that use information and priorities from the central PanDA workload management system and stream the right number of workers of each category to a unified queue while keeping late binding to the jobs.\nWe will also describe our enhanced monitoring and analytics framework. Worker and job information is synchronized with minimal delays to a CERN IT provided Elastic Search repository where we can interact with dashboards to follow submission progress discover site issues e.g. broken Compute Elements or spot empty workers.\nThe result is a much more efficient usage of the Grid resources with smart built-in monitoring of resources.'
'Magini{comma} Nicolo', '773049', 'Managing the ATLAS Grid through Harvester', 'ATLAS Computing Management has identified the migration of all resources to Harvester PanDA’s new workload submission engine as a critical milestone for Run 3 and 4. This contribution will focus on the Grid migration to Harvester. \nWe have built a redundant architecture based on CERN IT’s common offerings e.g. Openstack Virtual Machines and Database on Demand to run the necessary Harvester and HTCondor services capable of sustaining the load of O1M workers on the grid per day. \nWe have reviewed the ATLAS Grid region by region and moved as much possible away from blind worker submission where multiple queues e.g. single core multi core high memory compete for resources on a site. Instead we have migrated towards more intelligent models that use information and priorities from the central PanDA workload management system and stream the right number of workers of each category to a unified queue while keeping late binding to the jobs.\nWe will also describe our enhanced monitoring and analytics framework. Worker and job information is synchronized with minimal delays to a CERN IT provided Elastic Search repository where we can interact with dashboards to follow submission progress discover site issues e.g. broken Compute Elements or spot empty workers.\nThe result is a much more efficient usage of the Grid resources with smart built-in monitoring of resources.'
'Glushkov{comma} Ivan', '773049', 'Managing the ATLAS Grid through Harvester', 'ATLAS Computing Management has identified the migration of all resources to Harvester PanDA’s new workload submission engine as a critical milestone for Run 3 and 4. This contribution will focus on the Grid migration to Harvester. \nWe have built a redundant architecture based on CERN IT’s common offerings e.g. Openstack Virtual Machines and Database on Demand to run the necessary Harvester and HTCondor services capable of sustaining the load of O1M workers on the grid per day. \nWe have reviewed the ATLAS Grid region by region and moved as much possible away from blind worker submission where multiple queues e.g. single core multi core high memory compete for resources on a site. Instead we have migrated towards more intelligent models that use information and priorities from the central PanDA workload management system and stream the right number of workers of each category to a unified queue while keeping late binding to the jobs.\nWe will also describe our enhanced monitoring and analytics framework. Worker and job information is synchronized with minimal delays to a CERN IT provided Elastic Search repository where we can interact with dashboards to follow submission progress discover site issues e.g. broken Compute Elements or spot empty workers.\nThe result is a much more efficient usage of the Grid resources with smart built-in monitoring of resources.'
'Maeno{comma} Tadashi', '773049', 'Managing the ATLAS Grid through Harvester', 'ATLAS Computing Management has identified the migration of all resources to Harvester PanDA’s new workload submission engine as a critical milestone for Run 3 and 4. This contribution will focus on the Grid migration to Harvester. \nWe have built a redundant architecture based on CERN IT’s common offerings e.g. Openstack Virtual Machines and Database on Demand to run the necessary Harvester and HTCondor services capable of sustaining the load of O1M workers on the grid per day. \nWe have reviewed the ATLAS Grid region by region and moved as much possible away from blind worker submission where multiple queues e.g. single core multi core high memory compete for resources on a site. Instead we have migrated towards more intelligent models that use information and priorities from the central PanDA workload management system and stream the right number of workers of each category to a unified queue while keeping late binding to the jobs.\nWe will also describe our enhanced monitoring and analytics framework. Worker and job information is synchronized with minimal delays to a CERN IT provided Elastic Search repository where we can interact with dashboards to follow submission progress discover site issues e.g. broken Compute Elements or spot empty workers.\nThe result is a much more efficient usage of the Grid resources with smart built-in monitoring of resources.'
'Robertson{comma} Sally', '773049', 'Edepillim: A New Muon Energy Reconstruction Method', 'Large scale neutrino detectors are relying on accurate muon energy estimates to infer neutrino energy. Reconstruction methods which incorporate physics knowledge will produce a better result. The muon energy reconstruction algorithm Edepillim takes into account the entire pattern of energy loss along the muon track and uses probability distribution functions describing muon energy losses to perform a maximum likelihood reconstruction for the initial muon energy. This work demonstrates the good reconstruction resolution of this method on idealised simulation by comparison to other energy reconstruction methods.'
'Hill{comma} Gary', '773049', 'Edepillim: A New Muon Energy Reconstruction Method', 'Large scale neutrino detectors are relying on accurate muon energy estimates to infer neutrino energy. Reconstruction methods which incorporate physics knowledge will produce a better result. The muon energy reconstruction algorithm Edepillim takes into account the entire pattern of energy loss along the muon track and uses probability distribution functions describing muon energy losses to perform a maximum likelihood reconstruction for the initial muon energy. This work demonstrates the good reconstruction resolution of this method on idealised simulation by comparison to other energy reconstruction methods.'
'Huang{comma} Yan', '773049', 'Reconstruction and analysis of ECal performance in the simulation of MpdRoot', 'As an important detector spectrum for the Nuclotron-based Ion Collider fAcilityNICA accelerator complex at JINR the MultiPurpose DetectorMPD is proposed to investigate the hot and dense baryonic matter in heavy-ion collisions over a wide range of atomic masses from Au+Au collisions at a centre-of-mass energy of $\\sqrt{s_{nn}}=11GeVfor\\  Au^{79+}$ to proton-proton collisions with $\\sqrt{s_{pp}}=20GeV$.\nThe performance of the MPD is simulated using MpdRoot based on the FairRoot framework. Considering the physics motivation of the MPD experiment $\\pi^0$ is a very important probe to give informations of the chiral symmetry restorationflow signal and so on. So the performance of the electromagnetic calorimeterECAL is reconstructed and studied the ECAL is the main detector to measure the spatial position and energy of electrons and photon. The reconstruction of $\\pi^0$ is carried on and the characteristics of the two-photon from $\\pi^0$ decay is simulated and analyzed.'
'Wu{comma} Linghui', '773049', 'A global track finding algorithm for CGEM +DC with Hough Transform', 'A present-day detection system for charged tracks in particle physics experiments is typically composed of two or more types of detectors. Then global track finding with these sub-detectors is one important topic. This contribution is to describe a global track finding algorithm with Hough Transform for a detection system consist of a Cylindrical-Gas-Electron-Multiplier CGEM and a Drift Chamber DC. The detailed Hough Transform of the hits detected by CGEM and DC the optimization of the binning of Hough maps the global track fitting the iterative way to determine tracks and some results with simulated samples are going to be presented.'
'Huang{comma} Zhen', '773049', 'A global track finding algorithm for CGEM +DC with Hough Transform', 'A present-day detection system for charged tracks in particle physics experiments is typically composed of two or more types of detectors. Then global track finding with these sub-detectors is one important topic. This contribution is to describe a global track finding algorithm with Hough Transform for a detection system consist of a Cylindrical-Gas-Electron-Multiplier CGEM and a Drift Chamber DC. The detailed Hough Transform of the hits detected by CGEM and DC the optimization of the binning of Hough maps the global track fitting the iterative way to determine tracks and some results with simulated samples are going to be presented.'
'Wang{comma} Hongpeng', '773049', 'A global track finding algorithm for CGEM +DC with Hough Transform', 'A present-day detection system for charged tracks in particle physics experiments is typically composed of two or more types of detectors. Then global track finding with these sub-detectors is one important topic. This contribution is to describe a global track finding algorithm with Hough Transform for a detection system consist of a Cylindrical-Gas-Electron-Multiplier CGEM and a Drift Chamber DC. The detailed Hough Transform of the hits detected by CGEM and DC the optimization of the binning of Hough maps the global track fitting the iterative way to determine tracks and some results with simulated samples are going to be presented.'
'Wang{comma} Liangliang', '773049', 'A global track finding algorithm for CGEM +DC with Hough Transform', 'A present-day detection system for charged tracks in particle physics experiments is typically composed of two or more types of detectors. Then global track finding with these sub-detectors is one important topic. This contribution is to describe a global track finding algorithm with Hough Transform for a detection system consist of a Cylindrical-Gas-Electron-Multiplier CGEM and a Drift Chamber DC. The detailed Hough Transform of the hits detected by CGEM and DC the optimization of the binning of Hough maps the global track fitting the iterative way to determine tracks and some results with simulated samples are going to be presented.'
'Wen{comma} Shuo Pin', '773049', 'Alignment of the BESIII end cap TOF system', 'The end cap time-of-flight ETOF at Beijing Spectrometer BESIII was upgraded with multi-gap resistive plate chamber technology in order to improve the particle identification capability. The accurate knowledge of the detector real misalignment is important for getting close to the designed time resolution and the expected reconstruction efficiency of the end cap time-of-flight system. The incident position of charged track is extrapolated from multilayer drift chamber to the end cap time-of-flight detector based on the ideal geometry. The raw measured time difference between the two readout channels of one strip could be used to derive an incident position of the charged track using the transmission velocity of the signal in the readout strip this position is obtained from the response of the detector without any geometric hypothesis. A software is developed using the comparison between these two positions to provide the spatial position difference between the real detector and the ideal location. The procedure developed towards the alignment and the geometry is updated based on the result of the alignment. The time resolution and reconstruction achieved in recent years are also described in this talk.'
'Sun{comma} Shengsen', '773049', 'Alignment of the BESIII end cap TOF system', 'The end cap time-of-flight ETOF at Beijing Spectrometer BESIII was upgraded with multi-gap resistive plate chamber technology in order to improve the particle identification capability. The accurate knowledge of the detector real misalignment is important for getting close to the designed time resolution and the expected reconstruction efficiency of the end cap time-of-flight system. The incident position of charged track is extrapolated from multilayer drift chamber to the end cap time-of-flight detector based on the ideal geometry. The raw measured time difference between the two readout channels of one strip could be used to derive an incident position of the charged track using the transmission velocity of the signal in the readout strip this position is obtained from the response of the detector without any geometric hypothesis. A software is developed using the comparison between these two positions to provide the spatial position difference between the real detector and the ideal location. The procedure developed towards the alignment and the geometry is updated based on the result of the alignment. The time resolution and reconstruction achieved in recent years are also described in this talk.'
'Giordano{comma} Domenico', '773049', 'Using HEP experiment workflows for the benchmarking and accounting of computing resources', 'The benchmarking and accounting of CPU resources in WLCG has been based on the HEP-SPEC06 HS06 suite for over a decade. HS06 is stable accurate and reproducible but it is an old benchmark and it is becoming clear that its performance and that of typical HEP applications have started to diverge. After evaluating several alternatives for the replacement of HS06 the HEPIX benchmarking WG has chosen to focus on the development of a HEP-specific suite based on actual software workloads of the LHC experiments rather than on a standard industrial benchmark like the new SPEC CPU 2017 suite.\n\nThis presentation will describe the motivation and implementation of this new benchmark suite which is based on container technologies to ensure portability and reproducibility. This approach is designed to provide a better correlation between the new benchmark and the actual production workloads of the experiments. It also offers the possibility to separately explore and describe the independent architectural features of different computing resource types which is expected to be increasingly important with the growing heterogeneity of the HEP computing landscape. In particular an overview of the initial developments to address the benchmarking of non-traditional computing resources such as HPCs and GPUs will also be provided.'
'Valassi{comma} Andrea', '773049', 'Using HEP experiment workflows for the benchmarking and accounting of computing resources', 'The benchmarking and accounting of CPU resources in WLCG has been based on the HEP-SPEC06 HS06 suite for over a decade. HS06 is stable accurate and reproducible but it is an old benchmark and it is becoming clear that its performance and that of typical HEP applications have started to diverge. After evaluating several alternatives for the replacement of HS06 the HEPIX benchmarking WG has chosen to focus on the development of a HEP-specific suite based on actual software workloads of the LHC experiments rather than on a standard industrial benchmark like the new SPEC CPU 2017 suite.\n\nThis presentation will describe the motivation and implementation of this new benchmark suite which is based on container technologies to ensure portability and reproducibility. This approach is designed to provide a better correlation between the new benchmark and the actual production workloads of the experiments. It also offers the possibility to separately explore and describe the independent architectural features of different computing resource types which is expected to be increasingly important with the growing heterogeneity of the HEP computing landscape. In particular an overview of the initial developments to address the benchmarking of non-traditional computing resources such as HPCs and GPUs will also be provided.'
'Michelotto{comma} Michele', '773049', 'Using HEP experiment workflows for the benchmarking and accounting of computing resources', 'The benchmarking and accounting of CPU resources in WLCG has been based on the HEP-SPEC06 HS06 suite for over a decade. HS06 is stable accurate and reproducible but it is an old benchmark and it is becoming clear that its performance and that of typical HEP applications have started to diverge. After evaluating several alternatives for the replacement of HS06 the HEPIX benchmarking WG has chosen to focus on the development of a HEP-specific suite based on actual software workloads of the LHC experiments rather than on a standard industrial benchmark like the new SPEC CPU 2017 suite.\n\nThis presentation will describe the motivation and implementation of this new benchmark suite which is based on container technologies to ensure portability and reproducibility. This approach is designed to provide a better correlation between the new benchmark and the actual production workloads of the experiments. It also offers the possibility to separately explore and describe the independent architectural features of different computing resource types which is expected to be increasingly important with the growing heterogeneity of the HEP computing landscape. In particular an overview of the initial developments to address the benchmarking of non-traditional computing resources such as HPCs and GPUs will also be provided.'
'Alef{comma} Manfred', '773049', 'Using HEP experiment workflows for the benchmarking and accounting of computing resources', 'The benchmarking and accounting of CPU resources in WLCG has been based on the HEP-SPEC06 HS06 suite for over a decade. HS06 is stable accurate and reproducible but it is an old benchmark and it is becoming clear that its performance and that of typical HEP applications have started to diverge. After evaluating several alternatives for the replacement of HS06 the HEPIX benchmarking WG has chosen to focus on the development of a HEP-specific suite based on actual software workloads of the LHC experiments rather than on a standard industrial benchmark like the new SPEC CPU 2017 suite.\n\nThis presentation will describe the motivation and implementation of this new benchmark suite which is based on container technologies to ensure portability and reproducibility. This approach is designed to provide a better correlation between the new benchmark and the actual production workloads of the experiments. It also offers the possibility to separately explore and describe the independent architectural features of different computing resource types which is expected to be increasingly important with the growing heterogeneity of the HEP computing landscape. In particular an overview of the initial developments to address the benchmarking of non-traditional computing resources such as HPCs and GPUs will also be provided.'
'Seuster{comma} Rolf', '773049', 'Using Kubernetes as an ATLAS computing site', 'In recent years containerization has revolutionized cloud environments providing a secure lightweight standardized way to package and execute software. Solutions such as Kubernetes enable orchestration of containers in a cluster including for the purpose of job scheduling. Kubernetes is becoming a de facto standard available at all major cloud computing providers and is gaining increased attention from some WLCG sites. In particular CERN IT has integrated Kubernetes into their cloud infrastructure by providing an interface to instantly create Kubernetes clusters. Also the University of Victoria is pursuing an infrastructure-as-code approach to deploying Kubernetes as a flexible and resilient platform for running services and delivering resources.\nATLAS has partnered with CERN IT and the University of Victoria to explore and demonstrate the feasibility of running an ATLAS computing site directly on Kubernetes replacing all grid computing services. We have interfaced ATLAS’ workload submission engine PanDA with Kubernetes to directly submit and monitor the status of containerized jobs. This paper will describe the integration and deployment details and focus on the lessons learned from running a wide variety of ATLAS production payloads on Kubernetes using clusters of several thousand cores at CERN and the Tier 2 computing site in Victoria.'
'Yang{comma} Ming-Jyuan', '773049', 'Using Kubernetes as an ATLAS computing site', 'In recent years containerization has revolutionized cloud environments providing a secure lightweight standardized way to package and execute software. Solutions such as Kubernetes enable orchestration of containers in a cluster including for the purpose of job scheduling. Kubernetes is becoming a de facto standard available at all major cloud computing providers and is gaining increased attention from some WLCG sites. In particular CERN IT has integrated Kubernetes into their cloud infrastructure by providing an interface to instantly create Kubernetes clusters. Also the University of Victoria is pursuing an infrastructure-as-code approach to deploying Kubernetes as a flexible and resilient platform for running services and delivering resources.\nATLAS has partnered with CERN IT and the University of Victoria to explore and demonstrate the feasibility of running an ATLAS computing site directly on Kubernetes replacing all grid computing services. We have interfaced ATLAS’ workload submission engine PanDA with Kubernetes to directly submit and monitor the status of containerized jobs. This paper will describe the integration and deployment details and focus on the lessons learned from running a wide variety of ATLAS production payloads on Kubernetes using clusters of several thousand cores at CERN and the Tier 2 computing site in Victoria.'
'Albert{comma} Jeffrey Ryan', '773049', 'Using Kubernetes as an ATLAS computing site', 'In recent years containerization has revolutionized cloud environments providing a secure lightweight standardized way to package and execute software. Solutions such as Kubernetes enable orchestration of containers in a cluster including for the purpose of job scheduling. Kubernetes is becoming a de facto standard available at all major cloud computing providers and is gaining increased attention from some WLCG sites. In particular CERN IT has integrated Kubernetes into their cloud infrastructure by providing an interface to instantly create Kubernetes clusters. Also the University of Victoria is pursuing an infrastructure-as-code approach to deploying Kubernetes as a flexible and resilient platform for running services and delivering resources.\nATLAS has partnered with CERN IT and the University of Victoria to explore and demonstrate the feasibility of running an ATLAS computing site directly on Kubernetes replacing all grid computing services. We have interfaced ATLAS’ workload submission engine PanDA with Kubernetes to directly submit and monitor the status of containerized jobs. This paper will describe the integration and deployment details and focus on the lessons learned from running a wide variety of ATLAS production payloads on Kubernetes using clusters of several thousand cores at CERN and the Tier 2 computing site in Victoria.'
'Lin{comma} Fa-Hui', '773049', 'Using Kubernetes as an ATLAS computing site', 'In recent years containerization has revolutionized cloud environments providing a secure lightweight standardized way to package and execute software. Solutions such as Kubernetes enable orchestration of containers in a cluster including for the purpose of job scheduling. Kubernetes is becoming a de facto standard available at all major cloud computing providers and is gaining increased attention from some WLCG sites. In particular CERN IT has integrated Kubernetes into their cloud infrastructure by providing an interface to instantly create Kubernetes clusters. Also the University of Victoria is pursuing an infrastructure-as-code approach to deploying Kubernetes as a flexible and resilient platform for running services and delivering resources.\nATLAS has partnered with CERN IT and the University of Victoria to explore and demonstrate the feasibility of running an ATLAS computing site directly on Kubernetes replacing all grid computing services. We have interfaced ATLAS’ workload submission engine PanDA with Kubernetes to directly submit and monitor the status of containerized jobs. This paper will describe the integration and deployment details and focus on the lessons learned from running a wide variety of ATLAS production payloads on Kubernetes using clusters of several thousand cores at CERN and the Tier 2 computing site in Victoria.'
